融资买入额,融资余额,融券卖出量,融券余量,融券余额,融资融券余额
77.39,967.57,1.08,2.47,11.82,979.4
87.27,961.97,1.43,3.07,13.08,975.05
89.36,950.8,1.13,2.92,13.01,963.81
77.0,936.0,1.51,2.89,13.39,949.39
55.43,921.27,0.84,2.43,12.17,933.44
72.93,923.43,0.96,2.47,12.61,936.05
75.9,914.28,1.2,3.16,13.53,927.82
64.14,901.02,0.88,2.88,13.64,914.67
76.94,899.96,1.37,3.2,13.89,913.85
96.92,892.11,1.62,3.19,13.96,906.07
89.1,888.11,1.44,3.24,14.12,902.24
86.51,879.39,1.51,3.58,14.46,893.86
53.53,871.69,0.71,3.42,14.01,885.7
59.61,871.73,0.69,3.59,14.19,885.93
57.36,865.72,0.93,3.66,14.43,880.15
58.41,864.69,1.53,3.62,14.33,879.03
56.36,862.57,1.36,3.46,13.85,876.42
63.35,857.48,1.33,3.32,13.27,870.76
50.43,861.75,1.14,3.33,13.51,875.27
66.95,856.7,1.59,3.45,13.93,870.64
55.04,851.46,0.81,3.23,13.88,865.34
63.82,844.18,1.41,3.37,14.12,858.31
31.9,313.67,1.34,2.3,13.33,327.01
27.37,307.01,0.61,1.93,12.51,319.53
23.28,305.89,0.9,2.11,12.41,318.31
32.78,303.25,0.96,2.02,12.53,315.78
40.11,300.59,1.0,2.11,12.62,313.21
36.7,292.99,1.0,1.97,12.26,305.26
23.92,286.06,0.62,1.93,11.12,297.18
23.05,284.66,0.92,2.19,11.79,296.46
24.91,283.44,0.7,2.04,11.31,294.76
24.14,280.85,0.82,2.02,11.17,292.03
25.39,277.45,0.82,1.94,11.33,288.78
29.43,270.99,0.81,1.76,10.86,281.86
25.41,266.8,0.98,2.09,10.69,277.49
21.3,268.36,0.73,1.67,10.02,278.38
23.97,268.79,0.85,1.94,10.13,278.92
22.88,266.92,0.88,1.85,10.27,277.2
31.32,265.8,1.12,1.96,10.54,276.34
16.6,259.99,0.53,1.86,9.92,269.91
22.53,257.45,0.97,1.83,9.64,267.1
19.53,253.23,0.86,1.8,9.86,263.09
19.22,249.99,0.88,1.92,9.72,259.71
23.32,246.75,1.04,1.74,9.44,256.2
26.38,243.69,0.73,1.62,9.53,253.23
24.3,240.5,1.08,1.56,9.53,250.03
10.08,240.05,0.52,1.68,9.57,249.63
12.32,239.31,0.5,1.82,9.52,248.83
13.21,237.52,0.6,2.04,9.59,247.11
17.19,236.0,1.08,2.17,9.65,245.65
16.72,235.68,1.09,1.78,8.97,244.66
11.18,235.67,0.47,1.75,9.01,244.69
17.71,234.55,1.54,1.82,8.86,243.41
8.93,233.78,0.85,1.68,9.28,243.07
8.52,233.44,0.78,1.41,8.99,242.44
6.77,233.64,0.9,1.33,8.58,242.22
5.96,235.27,0.65,1.29,8.27,243.55
6.05,236.87,0.57,1.26,7.77,244.65
7.25,237.55,0.78,1.37,8.14,245.7
6.23,237.86,0.74,1.24,7.94,245.81
6.31,236.86,0.69,1.27,8.1,244.97
6.43,238.06,0.55,1.13,7.86,245.93
8.39,237.98,1.22,1.46,7.93,245.92
6.31,237.55,0.87,1.16,7.52,245.08
7.55,237.79,0.62,1.06,7.2,244.99
6.72,237.75,0.66,1.08,7.11,244.86
6.33,237.44,0.57,1.14,7.47,244.92
6.46,237.62,0.57,1.22,7.56,245.18
7.61,237.66,0.48,1.12,7.21,244.87
7.32,237.11,0.66,1.21,7.67,244.79
6.03,236.82,0.42,0.98,6.77,243.6
9.13,237.74,0.55,0.97,6.98,244.73
8.71,238.12,0.45,1.0,6.9,245.03
9.85,238.09,0.63,1.07,7.03,245.13
9.22,237.61,0.39,1.1,7.08,244.69
9.6,236.38,0.43,1.11,7.07,243.46
11.87,236.47,0.7,1.12,6.98,243.45
7.66,237.12,0.58,1.0,6.61,243.74
7.4,237.98,0.81,1.02,6.37,244.35
6.92,237.58,0.49,0.84,5.84,243.42
10.69,236.45,0.38,0.77,5.38,241.83
10.94,234.21,0.45,0.92,6.28,240.5
10.05,233.01,0.54,1.05,6.58,239.59
12.34,232.35,0.44,1.07,6.62,238.97
13.06,229.75,0.45,1.2,7.02,236.77
11.76,225.58,0.39,1.19,6.99,232.58
14.02,226.15,1.14,1.4,7.15,233.31
10.26,225.14,0.57,1.02,6.54,231.69
10.36,222.96,0.82,1.05,6.62,229.59
10.67,222.87,0.47,0.93,6.3,229.18
10.52,222.23,0.66,0.95,6.19,228.43
11.07,220.62,0.48,0.97,6.25,226.87
13.36,219.23,0.59,1.11,6.89,226.13
14.22,215.51,0.58,0.96,6.67,222.18
11.48,213.9,0.41,0.86,5.94,219.85
11.04,209.45,0.84,0.84,5.88,215.34
10.57,215.34,0.69,0.87,5.99,221.34
6.81,219.1,0.47,0.94,5.77,224.88
6.05,219.48,0.48,0.96,6.13,225.61
8.16,220.5,0.77,0.95,6.11,226.61
8.83,221.19,0.31,0.7,5.19,226.39
10.49,221.48,0.36,0.74,5.22,226.71
8.81,220.37,0.4,0.71,5.54,225.92
9.32,219.53,0.41,0.67,5.24,224.77
12.85,218.2,0.4,0.68,5.36,223.56
14.62,216.35,0.43,0.74,5.88,222.23
10.56,215.57,0.32,0.88,6.0,221.58
14.27,214.86,0.46,0.93,6.36,221.23
12.9,213.46,0.54,0.96,6.26,219.73
18.13,210.47,0.5,1.04,6.31,216.79
19.15,207.68,1.07,1.17,5.96,213.64
6.7,208.97,0.34,0.91,6.2,215.17
7.57,208.49,0.62,1.0,6.55,215.05
8.58,207.37,0.53,0.98,6.34,213.71
8.87,206.78,0.52,0.9,5.97,212.76
5.7,205.37,0.48,0.85,5.38,210.76
8.98,204.79,0.49,0.84,5.47,210.26
6.99,205.27,0.44,0.93,5.72,210.99
8.33,204.14,0.45,0.85,5.74,209.88
7.92,203.04,0.39,0.72,5.38,208.42
7.61,203.08,0.27,0.77,5.55,208.64
7.96,131.08,0.15,0.31,3.17,134.25
6.09,131.66,0.14,0.32,3.0,134.67
6.78,130.14,0.12,0.35,3.41,133.55
5.8,128.8,0.12,0.33,3.14,131.94
5.42,130.17,0.18,0.33,3.06,133.23
4.84,129.56,0.15,0.32,3.03,132.59
4.46,129.66,0.15,0.32,2.97,132.64
6.91,128.96,0.16,0.3,2.91,131.88
6.01,126.8,0.17,0.27,2.68,129.48
6.17,132.67,0.15,0.25,2.68,135.36
8.59,135.42,0.17,0.26,2.76,138.19
7.52,135.54,0.22,0.26,2.8,138.34
3.98,136.0,0.16,0.26,2.64,138.65
5.49,136.57,0.18,0.27,2.52,139.09
5.8,137.91,0.1,0.27,2.81,140.73
6.96,138.49,0.14,0.28,2.88,141.37
8.76,138.36,0.28,0.32,3.1,141.46
5.46,139.66,0.15,0.23,2.81,142.47
3.56,141.82,0.16,0.26,2.65,144.47
3.8,142.34,0.17,0.28,2.76,145.1
4.5,143.83,0.12,0.24,2.89,146.72
3.76,143.84,0.08,0.22,2.77,146.62
3.59,145.28,0.09,0.22,2.64,147.92
3.49,145.04,0.17,0.24,2.64,147.69
4.42,145.08,0.12,0.21,2.7,147.78
3.09,144.58,0.08,0.19,2.64,147.23
3.96,144.6,0.14,0.19,2.67,147.27
4.13,145.17,0.15,0.18,2.67,147.84
2.97,145.0,0.11,0.2,2.78,147.79
4.03,145.88,0.11,0.19,2.55,148.43
4.25,145.32,0.11,0.17,2.33,147.65
4.47,144.34,0.11,0.18,2.43,146.78
4.2,143.98,0.12,0.18,2.3,146.29
3.12,146.35,0.08,0.18,2.34,148.69
3.92,146.78,0.14,0.18,2.37,149.16
2.82,147.29,0.07,0.17,2.52,149.81
3.67,147.2,0.08,0.17,2.56,149.77
4.47,147.2,0.08,0.17,2.61,149.82
3.22,146.34,0.07,0.17,2.68,149.03
3.12,146.07,0.09,0.16,2.52,148.6
4.12,146.89,0.08,0.14,2.28,149.18
4.47,148.25,0.08,0.14,2.14,150.39
8.15,147.46,0.12,0.15,2.26,149.73
5.51,147.13,0.08,0.14,2.22,149.35
4.37,147.2,0.05,0.13,2.26,149.46
3.24,147.15,0.05,0.13,2.23,149.39
3.56,148.07,0.04,0.13,2.19,150.26
4.59,148.25,0.06,0.13,2.19,150.44
3.43,147.59,0.05,0.12,2.03,149.62
4.07,148.31,0.05,0.11,1.93,150.24
3.76,148.61,0.05,0.11,1.87,150.48
5.4,147.98,0.06,0.1,1.72,149.71
5.16,148.06,0.06,0.11,1.98,150.04
6.65,146.91,0.05,0.09,1.75,148.67
5.73,147.37,0.03,0.11,1.93,149.3
8.0,145.96,0.06,0.12,1.99,147.95
5.21,144.49,0.06,0.1,1.7,146.19
7.24,144.02,0.06,0.1,1.75,145.78
6.65,143.15,0.05,0.1,1.81,144.97
5.35,141.02,0.05,0.1,1.78,142.81
6.31,140.27,0.04,0.12,2.02,142.29
8.19,139.0,0.06,0.12,2.02,141.02
12.18,138.02,0.07,0.12,2.07,140.1
10.02,136.73,0.07,0.12,1.89,138.62
7.12,133.23,0.06,0.13,2.09,135.32
7.18,131.65,0.06,0.13,2.1,133.76
8.33,129.94,0.09,0.13,2.15,132.09
5.39,130.6,0.05,0.12,1.93,132.53
8.06,129.95,0.08,0.12,1.99,131.95
6.19,129.47,0.07,0.1,1.77,131.25
4.86,129.75,0.06,0.1,1.71,131.47
2.45,129.67,0.04,0.09,1.54,131.21
4.06,130.15,0.05,0.09,1.55,131.7
3.82,130.32,0.05,0.1,1.64,131.97
4.82,129.5,0.05,0.1,1.72,131.22
4.65,129.59,0.05,0.1,1.71,131.31
4.11,129.09,0.04,0.09,1.58,130.68
6.06,129.28,0.05,0.09,1.51,130.79
6.14,128.62,0.06,0.09,1.53,130.16
6.24,128.62,0.07,0.07,1.38,130.01
3.43,127.49,0.03,0.06,1.17,128.67
3.21,127.08,0.02,0.04,1.01,128.09
3.13,129.07,0.03,0.05,1.04,130.11
3.73,130.01,0.03,0.06,1.29,131.31
4.7,130.73,0.03,0.07,1.46,132.19
3.27,130.19,0.03,0.07,1.34,131.53
4.62,131.3,0.05,0.07,1.35,132.65
5.22,131.59,0.02,0.08,1.48,133.08
5.97,131.27,0.04,0.09,1.67,132.94
2.88,130.91,0.03,0.09,1.61,132.53
2.83,130.66,0.03,0.08,1.66,132.33
2.63,130.75,0.03,0.07,1.48,132.24
2.68,131.16,0.02,0.06,1.38,132.54
3.18,132.16,0.02,0.06,1.34,133.51
3.08,131.86,0.02,0.06,1.34,133.2
3.14,131.65,0.02,0.06,1.41,133.07
3.33,132.59,0.01,0.06,1.46,134.06
4.44,132.43,0.03,0.07,1.54,133.97
3.54,131.93,0.02,0.06,1.38,133.31
2.85,48.29,0.0,0.0,0.13,48.43
2.85,47.98,0.0,0.0,0.15,48.14
2.13,47.66,0.0,0.0,0.16,47.83
2.96,47.62,0.0,0.0,0.16,47.78
2.01,48.03,0.0,0.0,0.15,48.19
1.92,47.35,0.0,0.0,0.17,47.53
2.34,46.91,0.0,0.0,0.14,47.06
2.46,47.21,0.0,0.0,0.12,47.33
2.2,47.29,0.0,0.0,0.08,47.38
2.77,47.39,0.0,0.0,0.11,47.5
2.24,46.95,0.0,0.0,0.12,47.08
2.66,46.24,0.0,0.0,0.13,46.37
2.54,46.33,0.0,0.01,0.19,46.53
2.0,45.86,0.0,0.0,0.15,46.01
2.43,45.65,0.0,0.0,0.17,45.82
2.23,45.27,0.0,0.0,0.12,45.39
2.29,45.04,0.0,0.0,0.12,45.17
3.61,44.73,0.0,0.0,0.14,44.88
2.63,44.84,0.0,0.0,0.11,44.96
4.37,44.5,0.0,0.0,0.08,44.59
3.48,43.24,0.0,0.0,0.1,43.34
2.89,43.33,0.0,0.0,0.06,43.4
2.53,42.94,0.0,0.0,0.08,43.03
2.27,42.32,0.0,0.0,0.08,42.41
2.43,41.93,0.0,0.0,0.09,42.03
3.37,42.21,0.0,0.0,0.15,42.36
2.21,41.46,0.0,0.0,0.12,41.58
3.01,41.23,0.0,0.0,0.12,41.36
3.72,41.0,0.0,0.0,0.11,41.12
3.08,40.06,0.0,0.0,0.11,40.17
3.09,40.25,0.0,0.0,0.09,40.35
2.41,40.26,0.0,0.0,0.08,40.35
2.69,39.96,0.0,0.0,0.1,40.06
3.66,39.43,0.0,0.0,0.15,39.59
2.78,38.74,0.0,0.0,0.11,38.85
3.77,38.59,0.0,0.0,0.1,38.69
2.59,37.55,0.0,0.0,0.12,37.67
2.28,36.67,0.0,0.0,0.13,36.8
2.61,36.52,0.0,0.0,0.16,36.69
2.34,36.02,0.0,0.0,0.15,36.17
2.2,35.92,0.0,0.0,0.14,36.06
1.9,35.49,0.0,0.0,0.12,35.61
2.63,35.34,0.0,0.0,0.15,35.49
1.78,34.87,0.0,0.0,0.14,35.02
2.99,34.45,0.0,0.0,0.15,34.6
2.72,34.81,0.0,0.0,0.12,34.94
2.74,34.74,0.0,0.0,0.16,34.91
3.17,34.64,0.0,0.0,0.16,34.8
3.42,33.96,0.0,0.0,0.13,34.09
2.11,33.03,0.0,0.0,0.16,33.19
3.0,33.23,0.0,0.0,0.16,33.39
2.49,32.28,0.0,0.0,0.1,32.39
1.81,32.15,0.0,0.0,0.11,32.26
2.78,32.33,0.0,0.0,0.11,32.44
2.6,31.95,0.0,0.0,0.11,32.07
3.32,32.56,0.0,0.0,0.11,32.67
4.69,31.56,0.0,0.01,0.22,31.78
5.58,32.62,0.0,0.0,0.17,32.8
3.88,30.9,0.0,0.0,0.15,31.06
3.71,30.07,0.0,0.0,0.15,30.23
3.35,29.63,0.0,0.0,0.15,29.79
4.34,28.94,0.0,0.0,0.15,29.1
3.3,28.78,0.0,0.0,0.19,28.97
4.05,27.56,0.0,0.01,0.21,27.78
4.38,27.17,0.0,0.0,0.17,27.35
5.22,28.52,0.0,0.0,0.16,28.69
4.15,26.54,0.0,0.0,0.14,26.68
3.11,25.71,0.0,0.0,0.14,25.86
4.04,24.87,0.0,0.0,0.14,25.01
4.95,24.51,0.0,0.0,0.15,24.66
5.24,24.3,0.0,0.0,0.15,24.45
4.05,22.76,0.0,0.0,0.12,22.89
2.98,22.41,0.0,0.0,0.14,22.55
5.39,22.39,0.0,0.0,0.16,22.55
2.97,20.97,0.0,0.0,0.18,21.16
3.76,20.18,0.0,0.0,0.17,20.35
4.46,20.69,0.0,0.0,0.14,20.84
2.78,19.68,0.0,0.0,0.15,19.84
4.29,20.35,0.0,0.0,0.15,20.5
2.75,19.17,0.0,0.0,0.14,19.32
3.28,18.75,0.0,0.0,0.15,18.9
2.99,18.95,0.0,0.0,0.12,19.07
1.51,18.39,0.0,0.0,0.1,18.49
1.47,18.17,0.0,0.0,0.1,18.28
1.17,18.04,0.0,0.0,0.13,18.17
1.29,17.92,0.0,0.0,0.12,18.04
0.65,17.2,0.0,0.0,0.13,17.33
0.7,17.54,0.0,0.0,0.13,17.67
0.83,17.62,0.0,0.0,0.12,17.74
1.43,17.64,0.0,0.0,0.11,17.75
1.39,17.35,0.0,0.0,0.1,17.45
1.5,17.43,0.0,0.0,0.1,17.54
1.56,17.18,0.0,0.0,0.11,17.29
1.61,16.66,0.0,0.0,0.1,16.77
1.38,16.1,0.0,0.0,0.11,16.22
2.17,15.97,0.0,0.0,0.14,16.12
1.16,14.84,0.0,0.0,0.15,15.0
2.11,15.12,0.0,0.0,0.14,15.26
0.88,14.73,0.0,0.0,0.14,14.87
